Load address: $5000 Init address: $5FB2 Play address: $5012
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   141 | 3426 (G-5 C3) .. 0000 ... | 2BD6 (E-5 C0) .. 0000 ... | ....  ... ..  40 0000 1D6 | .... .. ... . |
|   142 | 1A13 (G-4 B7) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 1EC | .... .. ... . |
|   143 | 3426 (G-5 C3) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 102 | .... .. ... . |
|   144 | 1D46  A-4 B9  41 064B ... | 15EB  E-4 B4  41 064B ... | 03A9  A-1 95  41 099F ... | .... .. ... . |
|   145 | 3A8C (A-5 C5) 80 .... ... | 2BD6 (E-5 C0) 80 .... ... | ....  ... ..  .. .... 118 | .... .. ... . |
|   146 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 12E | .... .. ... . |
|   147 | 3A8C (A-5 C5) 40 0000 ... | 2BD6 (E-5 C0) 40 .... ... | ....  ... ..  .. .... 144 | .... .. ... . |
|   148 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 15A | .... .. ... . |
|   149 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 170 | .... .. ... . |
|   150 | 1A13  G-4 B7  41 064B ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 186 | .... .. ... . |
|   151 | 3426 (G-5 C3) 80 .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 19C | .... .. ... . |
|   152 | 1A13 (G-4 B7) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 1B2 | .... .. ... . |
|   153 | 3426 (G-5 C3) 40 0000 ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 1C8 | .... .. ... . |
|   154 | 1A13 (G-4 B7) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 1DE | .... .. ... . |
|   155 | 3426 (G-5 C3) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 1F4 | .... .. ... . |
|   156 | 1D46  A-4 B9  41 064B ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 10A | .... .. ... . |
|   157 | 3A8C (A-5 C5) 80 .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 120 | .... .. ... . |
|   158 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 136 | .... .. ... . |
|   159 | 3A8C (A-5 C5) 40 .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 14C | .... .. ... . |
|   160 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 162 | .... .. ... . |
|   161 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 178 | .... .. ... . |
|   162 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 18E | .... .. ... . |
|   163 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 1A4 | .... .. ... . |
|   164 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 1BA | .... .. ... . |
|   165 | 3A8C (A-5 C5) .. 0000 ... | 2BD6 (E-5 C0) .. 0000 ... | ....  ... ..  40 0000 1D0 | .... .. ... . |
|   166 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 1E6 | .... .. ... . |
|   167 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 1FC | .... .. ... . |
|   168 | AF58  E-7 D8  15 0DFB ... | ....  ... ..  .. 064B ... | 0F82  A#3 AE  81 0A09 200 | .... .. ... . |
|   169 | 1025 (B-3 AF) 80 .... ... | ....  ... ..  80 .... ... | 1F04 (A#4 BA) 80 .... ... | .... .. ... . |
|   170 | AF58 (E-7 D8) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   171 | 1025 (B-3 AF) 14 .... ... | 2BD6 (E-5 C0) 40 .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|   172 | AF58 (E-7 D8) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   173 | 1025 (B-3 AF) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|   174 | AF58 (E-7 D8) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   175 | 1025 (B-3 AF) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|   176 | AF58 (E-7 D8) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   177 | 1025 (B-3 AF) .. 0000 ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. 0000 ... | .... .. ... . |
|   178 | AF58 (E-7 D8) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|   179 | 1025 (B-3 AF) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|   180 | 7518  A-6 D1  15 0DFB ... | 15EB (E-4 B4) .. .... ... | 0685  G-2 9F  41 099F 1FC | .... .. ... . |
|   181 | EA30 (A-7 DD) 80 .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 112 | .... .. ... . |
|   182 | 7518 (A-6 D1) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 128 | .... .. ... . |
|   183 | EA30 (A-7 DD) 14 .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  40 0000 13E | .... .. ... . |
|   184 | 7518 (A-6 D1) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 154 | .... .. ... . |
|   185 | EA30 (A-7 DD) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 16A | .... .. ... . |
|   186 | 7518 (A-6 D1) .. .... ... | 15EB (E-4 B4) .. .... ... | 0751  A-2 A1  41 099F ... | .... .. ... . |
