Load address: $1800 Init address: $1800 Play address: $1806
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   186 | ....  ... ..  .. .... 762 | ....  ... ..  .. .... D80 | ....  ... ..  .. .... D80 | .... .. ... . |
|   187 | ....  ... ..  .. .... 6FE | ....  ... ..  .. .... DC0 | ....  ... ..  .. .... DC0 | .... .. ... . |
|   188 | ....  ... ..  .. .... 69A | ....  ... ..  .. .... E00 | ....  ... ..  .. .... E00 | .... .. ... . |
|   189 | ....  ... ..  .. .... 636 | ....  ... ..  .. .... E40 | ....  ... ..  .. .... E40 | .... .. ... . |
|   190 | ....  ... ..  .. .... 5D2 | ....  ... ..  .. .... E80 | ....  ... ..  .. .... E80 | .... .. ... . |
|   191 | ....  ... ..  .. .... 56E | ....  ... ..  .. .... EC0 | ....  ... ..  .. .... EC0 | .... .. ... . |
|   192 | 04B4  C#2 99  41 .... 100 | 010C  ... ..  00 0000 000 | 010C  ... ..  00 0000 000 | .... .. ... . |
|   193 | 4800 (C#6 C9) 81 .... 122 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   194 | 04B4 (C#2 99) 40 .... 144 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   195 | ....  ... ..  .. .... 166 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   196 | ....  ... ..  .. .... 188 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   197 | ....  ... ..  .. .... 1AA | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   198 | ....  ... ..  .. .... 1CC | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   199 | ....  ... ..  .. .... 1EE | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   200 | ....  ... ..  .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   201 | ....  ... ..  .. .... 232 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   202 | ....  ... ..  .. .... 254 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   203 | ....  ... ..  .. .... 276 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
