Load address: $A600 Init address: $A600 Play address: $A603
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   144 | 08F1 (+ 0010) .. .... 800 | 151F (D#4 B3) .. .... 920 | 070C  G#2 A0  11 .... ... | 6F00 .. ... . |
|   145 | 0901 (C#3 A5) .. .... 860 | 2386 (C-5 BC) .. .... 9A0 | 3400 (G-5 C3) 81 .... ... | 7000 .. ... . |
|   146 | 0911 (+ 0010) .. .... 8C0 | 1C31 (G#4 B8) .. .... A20 | 0A00 (D-3 A6) 41 .... ... | 7100 .. ... . |
|   147 | 0901 (- 0010) .. .... 920 | 151F (D#4 B3) .. .... AA0 | 0800 (B-2 A3) 40 .... ... | 7200 .. ... . |
|   148 | 08F1 (C-3 A4) .. .... 980 | 2386 (C-5 BC) .. .... B20 | 0600 (F#2 9E) .. .... ... | 7300 .. ... . |
|   149 | 08E1 (- 0010) .. .... 9E0 | 1C31 (G#4 B8) .. .... BA0 | 0400 (B-1 97) .. .... ... | 7400 .. ... . |
|   150 | 08D1 (- 0010) .. .... A40 | 151F (D#4 B3) .. .... C20 | 0500 (D-2 9A) .. .... ... | 7500 .. ... . |
|   151 | 08C1 (- 0010) .. .... AA0 | 2386 (C-5 BC) .. .... BA0 | 0600 (F#2 9E) .. .... ... | 7600 .. ... . |
|   152 | 08D1 (+ 0010) .. .... B00 | 1C31 (G#4 B8) .. .... B20 | 0500 (D-2 9A) .. .... ... | 7700 .. ... . |
|   153 | 08E1 (+ 0010) .. .... B60 | 151F (D#4 B3) .. .... AA0 | 0400 (B-1 97) .. .... ... | 7800 .. ... . |
|   154 | 08F1 (+ 0010) .. .... BC0 | 2386 (C-5 BC) .. .... A20 | 0500 (D-2 9A) .. .... ... | 7900 .. ... . |
|   155 | 0901 (C#3 A5) .. .... C20 | 1C31 (G#4 B8) .. .... 9A0 | ....  ... ..  .. .... ... | 7A00 .. ... . |
|   156 | 0911 (+ 0010) .. .... C80 | 151F (D#4 B3) .. .... 920 | ....  ... ..  .. .... ... | 7B00 .. ... . |
|   157 | 0901 (- 0010) .. .... CE0 | 2386 (C-5 BC) .. .... 8A0 | ....  ... ..  .. .... ... | 7C00 .. ... . |
|   158 | 08F1 (C-3 A4) .. .... D40 | 1C31 (G#4 B8) .. .... 820 | ....  ... ..  .. .... ... | 7D00 .. ... . |
|   159 | 08E1 (- 0010) .. .... CE0 | 151F (D#4 B3) .. .... 7A0 | ....  ... ..  .. .... ... | 7E00 .. ... . |
