Load address: $A000 Init address: $C000 Play address: $C020
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   165 | 2965 (+ 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   166 | 29A5 (+ 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   167 | 29E5 (+ 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   168 | 2A25 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   169 | 29E5 (- 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   170 | 29A5 (- 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   171 | 2965 (- 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   172 | 2925 (- 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   173 | 28E5 (- 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   174 | 2925 (+ 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   175 | 2965 (+ 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   176 | 29A5 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   177 | 29E5 (+ 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   178 | 2A25 (+ 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   179 | 29E5 (- 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   180 | 29A5 (- 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   181 | 2965 (- 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   182 | 2925 (- 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   183 | 28E5 (- 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   184 | 2925 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   185 | 2965 (+ 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   186 | 29A5 (+ 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   187 | 29E5 (+ 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   188 | 2A25 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   189 | 29E5 (- 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   190 | 29A5 (- 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   191 | 2965 (- 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   192 | 2925 (- 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   193 | 28E5 (- 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   194 | 2925 (+ 0040) .. .... ... | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   195 | 2965 (+ 0040) .. .... ... | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   196 | 29A5 (+ 0040) .. .... ... | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   197 | 29E5 (+ 0040) .. .... ... | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
