Load address: $A000 Init address: $C000 Play address: $C020
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   164 | ....  ... ..  .. .... 220 | 1F03 (- 0020) .. .... E90 | 22CF (C-5 BC) .. .... 930 | .... .. ... . |
|   165 | ....  ... ..  .. .... 240 | 1EE3 (- 0020) .. .... F20 | 1D45 (A-4 B9) .. .... 960 | .... .. ... . |
|   166 | ....  ... ..  .. .... 260 | 1F03 (+ 0020) .. .... FB0 | 173B (F-4 B5) .. .... 990 | .... .. ... . |
|   167 | ....  ... ..  .. .... 280 | 1F23 (+ 0020) .. .... 040 | 2E76 (F-5 C1) .. .... 9C0 | .... .. ... . |
|   168 | ....  ... ..  .. .... 2A0 | 1F43 (+ 0020) .. .... 0D0 | 22CF (C-5 BC) .. .... 9F0 | .... .. ... . |
|   169 | 02E7 (F-1 91) .. .... 200 | 1F63 (+ 0020) .. .... 160 | 173B (F-4 B5) .. 1909 900 | .... .. ... . |
|   170 | ....  ... ..  .. .... 220 | 1F83 (+ 0020) .. .... 1F0 | ....  ... ..  .. .... 990 | .... .. ... . |
|   171 | ....  ... ..  .. .... 240 | 1F63 (- 0020) .. .... 280 | ....  ... ..  .. .... A20 | .... .. ... . |
|   172 | ....  ... ..  .. .... 260 | 1F43 (- 0020) .. .... 310 | ....  ... ..  .. .... AB0 | .... .. ... . |
|   173 | ....  ... ..  .. .... 280 | 1F23 (- 0020) .. .... 3A0 | ....  ... ..  .. .... B40 | .... .. ... . |
|   174 | ....  ... ..  .. .... 2A0 | 1F03 (- 0020) .. .... 430 | ....  ... ..  .. .... BD0 | .... .. ... . |
|   175 | 0AF7 (E-3 A8) .. 0FF8 900 | 1EE3 (- 0020) .. .... 740 | 1167 (C-4 B0) .. .... 900 | .... .. ... . |
|   176 | ....  ... ..  .. .... ... | 1F53 (+ 0070) .. .... 7D0 | ....  ... ..  .. .... 990 | .... .. ... . |
|   177 | ....  ... ..  .. .... ... | 1FA3 (+ 0050) .. .... 860 | ....  ... ..  .. .... A20 | .... .. ... . |
|   178 | ....  ... ..  80 .... ... | 1FF3 (B-4 BB) .. .... 8F0 | ....  ... ..  .. .... AB0 | .... .. ... . |
